years_experience_capped,experience_level_encoded,company_size_encoded,remote_category,skills_count,benefits_score_normalized,job_desc_log,location_salary_premium,country_grouped_Austria,country_grouped_Canada,country_grouped_China,country_grouped_Denmark,country_grouped_France,country_grouped_Germany,country_grouped_India,country_grouped_Israel,country_grouped_Other,country_grouped_Singapore,country_grouped_Sweden,job_category_Data Analyst,job_category_Data Engineer,job_category_Data Scientist,job_category_ML Engineer,job_category_Management,job_category_Other
16,4,1,3,4,0.7600000000000001,7.29505641646263,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
13,4,2,3,3,0.6600000000000001,7.521859252201629,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2,2,1,0,3,0.2800000000000001,6.981934677156389,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
16,4,2,0,5,0.44000000000000006,6.406879986069314,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
3,2,2,3,3,0.7399999999999999,7.091742115095153,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
6,3,3,2,4,0.7,7.538494999413465,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2,2,3,3,3,0.14000000000000004,7.56164174558878,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
16,4,2,3,4,0.5,7.301822342137932,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
3,2,1,2,3,0.45999999999999996,7.819636302367592,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3,2,2,2,5,0.2800000000000001,7.404887575616125,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
4,2,2,3,4,0.18000000000000008,6.844815479208263,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
5,3,2,3,5,0.2,7.444248649496705,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
3,2,3,2,4,0.8399999999999999,7.351799869057777,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,3,2,5,0.6199999999999999,7.385851078125209,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6,3,3,3,5,0.68,7.02108396428914,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0,1,1,3,3,0.72,7.495541943884256,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
4,2,2,3,4,0.8600000000000001,7.495541943884256,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
3,2,2,3,5,0.5199999999999999,7.66105638236183,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
4,2,2,0,5,0.45999999999999996,7.820439515262181,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,1,0,4,0.54,7.258412150595307,-0.25776039315982147,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,2,1,0,5,0.24000000000000005,7.53689712956617,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,3,3,4,0.040000000000000036,7.2078598714324755,0.15462614713404543,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
13,4,3,0,3,0.6399999999999999,7.674617497364363,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,1,1,2,4,0.8800000000000001,7.146772179452637,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
8,3,3,2,5,0.4,7.537962659768208,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,1,3,2,3,0.14000000000000004,6.248042874508429,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,1,3,0,4,0.68,6.626717749249025,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
16,4,2,0,5,0.7600000000000001,7.578145472419466,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7,3,2,0,3,0.38000000000000006,7.692113339595466,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
18,4,2,2,3,0.6399999999999999,6.437751649736401,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
9,3,3,3,3,0.4,7.22983877815125,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
11,4,2,3,4,0.9,7.1180162044653335,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
13,4,3,2,3,0.44000000000000006,7.346655163176539,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
3,2,1,2,4,0.019999999999999928,7.7306140660637395,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2,2,1,2,4,0.72,7.819636302367592,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4,2,1,3,3,0.8800000000000001,6.977281341630747,-0.25776039315982147,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,2,1,0,4,0.08000000000000007,7.108244139731541,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3,2,1,0,3,0.41999999999999993,7.227662498728654,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
3,2,2,0,3,0.25999999999999995,7.633369649679584,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,1,1,0,3,0.25999999999999995,7.635303886259415,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
11,4,1,3,4,0.45999999999999996,6.848005274576363,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
5,3,3,3,4,0.7399999999999999,7.679713639966372,-0.25776039315982147,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8,3,3,0,4,0.9399999999999998,7.745435610274381,0.15462614713404543,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
4,2,1,3,4,0.7,7.1853870155804165,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
16,4,1,2,4,0.2,6.646390514847729,-0.25776039315982147,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
17,4,2,0,5,0.18000000000000008,7.759187438507795,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
15,4,2,2,5,0.5,6.577861357721047,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
8,3,1,3,3,0.6399999999999999,7.816416983691801,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,2,3,0,5,0.8,7.563719668414366,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,1,1,2,5,0.1,7.278628942320682,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,1,3,0,5,0.4800000000000001,7.118826249062078,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4,2,2,0,5,0.14000000000000004,7.758760544157663,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4,2,2,2,4,0.5800000000000001,7.603897968521881,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
4,2,2,0,4,0.45999999999999996,7.348587530927593,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
19,4,2,0,5,0.18000000000000008,6.408528791059498,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,3,0,4,0.6,7.473637108496206,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
18,4,2,0,4,0.82,7.520234556474628,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,1,2,3,0.72,7.343426229147367,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2,2,1,3,4,0.44000000000000006,7.471363088187097,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2,2,3,3,3,0.08000000000000007,7.1180162044653335,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6,3,2,2,3,0.6600000000000001,7.023758954738443,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,3,3,0.08000000000000007,7.099201743553092,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,1,2,0,5,0.9399999999999998,6.97914527506881,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3,2,1,0,5,0.6399999999999999,7.601402334583733,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
4,2,2,3,4,0.08000000000000007,7.685243607975833,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2,2,1,2,4,0.9,7.658227526161352,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,1,1,0,4,0.2800000000000001,6.410174881966167,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,1,3,5,0.5,6.428105272684596,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
4,2,3,3,4,0.14000000000000004,6.729824070489475,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
4,2,3,0,4,0.31999999999999995,6.429719478039138,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
9,3,2,2,3,0.8600000000000001,7.6984827878809465,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
16,4,3,3,4,0.8800000000000001,7.349873704738337,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,2,2,4,0.9199999999999999,7.742402021815782,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3,2,2,0,3,0.9600000000000002,7.273786317844895,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
14,4,3,3,5,0.6600000000000001,7.392647520721623,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
11,4,3,0,3,0.9600000000000002,7.422373700986824,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2,2,2,2,3,0.2800000000000001,7.0707241072602764,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,3,0,5,0.45999999999999996,7.266128779556451,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2,2,3,2,5,0.44000000000000006,6.4425401664681985,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
18,4,2,0,3,0.68,6.6895992691789665,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
12,4,2,2,5,0.78,6.775366090936392,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
4,2,3,2,3,0.5199999999999999,6.401917196727186,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,1,2,3,0.4800000000000001,7.437206366871292,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1,1,1,2,4,0.5800000000000001,7.597897950521784,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
8,3,2,0,4,0.9199999999999999,6.345636360828596,0.47940925730906175,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,3,3,3,0.9199999999999999,7.545389749611823,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,2,3,4,0.019999999999999928,7.815207062189088,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2,2,3,0,5,0.3,6.317164686747284,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
16,4,2,0,5,0.3,7.4133673356952405,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
16,4,1,2,5,0.8,6.448889394146858,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
5,3,1,0,4,0.2800000000000001,7.734558844354756,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,1,2,0,4,0.6,7.520776415062797,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
4,2,3,3,3,0.9800000000000001,7.685243607975833,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,1,2,4,0.9,7.534228326274089,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
7,3,1,2,5,0.08000000000000007,7.716015266642587,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2,2,3,2,3,0.08000000000000007,7.242082359256962,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,1,3,2,5,0.5199999999999999,7.4073177104694174,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,1,1,3,4,0.8,7.278628942320682,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
14,4,1,0,5,0.9800000000000001,7.498315870766981,-0.25776039315982147,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6,3,1,3,3,0.8,6.687108607866515,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,1,2,3,5,0.72,7.704361167910313,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,1,2,2,4,0.7600000000000001,7.090076835776092,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4,2,3,3,5,0.38000000000000006,6.784457062637643,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
17,4,2,3,4,0.31999999999999995,7.474204806496124,-0.25776039315982147,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8,3,2,3,4,0.78,7.705262474866325,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
4,2,2,0,3,0.8399999999999999,7.183870715062453,-0.25776039315982147,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,2,2,0,4,0.9,7.708859601047175,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
3,2,2,3,3,0.019999999999999928,7.736307096548285,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3,2,2,3,3,0.2800000000000001,6.598509028614515,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
7,3,2,2,5,0.7600000000000001,7.459914766241105,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
12,4,1,0,3,0.019999999999999928,7.557472901614746,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,1,3,0,4,0.8800000000000001,6.974478911025045,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
14,4,1,0,3,0.9399999999999998,7.716015266642587,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,1,1,3,5,0.05999999999999996,6.570882962339584,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
9,3,3,0,4,0.8399999999999999,6.3578422665081,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
15,4,3,0,3,0.9800000000000001,7.334981878871814,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
6,3,3,0,3,0.14000000000000004,6.811244378601294,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
11,4,3,3,3,0.7399999999999999,7.719129840906732,0.47940925730906175,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
16,4,1,2,5,0.36,7.700747794511798,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,1,1,3,5,0.38000000000000006,7.1204443723924875,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
8,3,1,0,5,0.24000000000000005,7.3796321526095525,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,2,2,4,0.08000000000000007,6.648984550024776,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
6,3,2,2,3,0.41999999999999993,7.591861714889934,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
14,4,1,0,5,0.31999999999999995,7.055312843339752,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
5,3,3,0,3,0.9199999999999999,7.780303087908373,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,1,3,2,3,0.38000000000000006,7.505492274737424,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,3,0,5,0.9600000000000002,7.70796153183549,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
11,4,1,3,3,0.040000000000000036,7.088408778675395,0.15462614713404543,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1,1,3,0,5,0.21999999999999992,6.851184927493743,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
4,2,3,0,3,0.040000000000000036,7.027314514039777,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
17,4,1,3,4,0.34,6.635946555686647,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
8,3,3,3,3,0.24000000000000005,7.57198844937744,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
3,2,1,3,3,0.6399999999999999,6.6293632534374485,-0.25776039315982147,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10,4,2,3,5,0.05999999999999996,7.779466967458324,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
13,4,3,0,5,0.82,6.7226297948554485,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
9,3,1,2,5,0.6199999999999999,7.259116128097101,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
4,2,1,3,5,0.7600000000000001,6.635946555686647,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
9,3,1,2,5,0.45999999999999996,7.713784616598755,0.022095180783310766,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
3,2,1,2,4,0.040000000000000036,7.316548177182976,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2,2,2,0,4,0.040000000000000036,7.204892510204673,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2,2,1,2,3,0.5199999999999999,7.6787889981991535,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
7,3,1,0,4,0.41999999999999993,7.1308988302963465,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
7,3,2,2,3,0.36,7.346010209913293,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
9,3,3,0,4,0.8800000000000001,7.022868086082641,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
11,4,2,3,3,0.019999999999999928,7.307872780763706,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
18,4,2,0,4,0.78,7.444248649496705,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2,2,3,2,5,0.5599999999999999,7.4109518755836366,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3,2,2,2,4,0.8399999999999999,6.775366090936392,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
9,3,3,0,3,0.7,7.090076835776092,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,1,3,3,3,0.9199999999999999,6.6240652277998935,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
9,3,1,0,3,0.9800000000000001,7.560080465021827,0.15462614713404543,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
8,3,2,2,4,0.54,7.734996194022781,0.15462614713404543,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
16,4,1,3,3,0.5199999999999999,7.142036574706803,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2,2,2,0,5,0.4,6.9650803456014065,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
9,3,1,2,3,0.11999999999999993,7.303843225277705,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,1,3,2,4,0.4800000000000001,6.8679744089702925,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,1,2,3,0.31999999999999995,7.274479558773871,0.15462614713404543,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
5,3,1,2,3,0.21999999999999992,7.103322062526113,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
11,4,3,2,5,0.72,7.727094484779841,-0.2323053006368788,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6,3,1,2,4,0.9199999999999999,7.377133712833954,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,1,3,0,4,0.9399999999999998,6.725033642166843,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
6,3,3,2,4,0.4,7.126087273299125,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
19,4,2,2,4,0.36,7.744136627627991,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
11,4,1,3,4,0.14000000000000004,6.673297967767654,-0.25776039315982147,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3,2,2,0,3,0.31999999999999995,7.198183577101943,0.15462614713404543,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
9,3,1,2,5,0.41999999999999993,7.02197642307216,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
4,2,1,3,4,0.7399999999999999,7.801800401908973,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
10,4,2,2,4,0.21999999999999992,6.873163834212518,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,2,3,0,4,0.040000000000000036,7.373374309910049,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,2,2,0,5,0.78,6.993932975223189,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1,1,2,0,3,1.0,7.81237820598861,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
14,4,1,2,4,0.2800000000000001,7.257002707092073,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
15,4,1,2,5,0.5599999999999999,7.556427969440253,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
9,3,2,0,4,0.3,7.628031126930335,0.09758788425856275,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1,1,3,2,4,0.9600000000000002,7.16703787691222,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
16,4,2,0,3,0.7,6.508769136971682,0.47940925730906175,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
7,3,2,3,5,0.7,7.818027938530729,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
9,3,1,0,4,0.21999999999999992,7.813591552952433,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
18,4,1,2,5,0.05999999999999996,6.842683282238422,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2,2,3,0,3,0.9199999999999999,7.418780882750794,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,1,2,0,5,0.9,7.271703706887368,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
14,4,1,2,5,0.15999999999999998,7.085064293952548,-0.21153402537485583,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
13,4,1,0,5,0.019999999999999928,7.150701457592526,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3,2,3,2,4,0.54,6.333279628139691,-0.23740033097638033,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
6,3,2,3,4,0.54,7.44716835960004,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2,2,3,3,3,0.6399999999999999,6.725033642166843,0.07239356100496465,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
10,4,1,2,5,0.41999999999999993,7.764720544771477,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
10,4,2,3,5,0.6399999999999999,7.029972911706386,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
9,3,1,0,4,0.54,7.036148493750536,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
4,2,3,0,3,0.41999999999999993,7.1180162044653335,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,1,1,2,4,0.3,7.742402021815782,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
15,4,1,0,4,0.019999999999999928,7.555381944240273,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
4,2,1,3,5,0.7,6.3818160174060985,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
19,4,1,3,5,0.2800000000000001,7.3343293503005365,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,1,2,2,3,0.019999999999999928,6.97914527506881,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,1,2,2,4,0.11999999999999993,7.546974117516527,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,2,3,2,3,0.41999999999999993,7.689828668736484,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2,2,3,0,3,0.72,7.7437032581737535,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2,2,3,3,3,0.15999999999999998,6.608000625296087,0.03445163231533022,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
3,2,1,2,4,0.54,7.301147805856032,0.006890326463066045,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
